Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor,Two_yr_Recidivism
0,1,0,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,1,1,1
0,1,0,1,0,0,0,0,0,1,1,1
1,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0,1,0,0,0,0,1,1,1
4,0,1,0,1,0,0,0,0,0,0,1
4,0,1,0,1,0,0,0,0,0,0,1
4,0,1,0,1,0,0,0,0,0,0,1
4,0,1,0,1,0,0,0,0,0,0,1
4,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,1,0
4,1,0,0,0,0,0,0,0,1,0,1
0,1,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1
4,1,0,0,1,0,0,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,1,0
2,1,0,0,1,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,1,0,0,1
2,1,0,0,0,0,0,0,1,0,0,1
4,1,0,0,0,0,1,0,0,0,0,0
4,0,0,0,1,0,0,0,0,0,1,1
4,0,0,0,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,1
4,0,1,0,0,0,0,0,0,0,0,1
4,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,0,1,0,1
4,1,0,0,1,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,1,0
0,1,0,1,0,0,0,0,1,0,1,1
4,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,1,0,0,1,1,1
4,1,1,0,1,0,0,0,0,0,1,0
4,1,1,0,1,0,0,0,0,0,1,0
4,1,1,0,1,0,0,0,0,0,1,0
4,1,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0
4,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,1,0,0,0,0,1,1,0
0,0,0,0,0,1,0,0,0,0,1,0
4,0,0,0,0,0,1,0,0,1,0,1
4,0,1,0,0,0,1,0,0,0,1,1
4,1,1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,0,0,0,0,1,1,1,1
4,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0,0,1,0,0,0,0,1
2,1,0,0,1,0,0,0,0,1,1,1
4,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,1
